"name","host","url","category","tagline","evidence","claimed_taken","top_bid","bidders","minimum_bid","payment_rail","listed_at","registered_at","registrar","clicks","referrals","figures_read_at"
"outlead","outlead.lol","https://outlead.lol/","Websites & products","No ads, no API keys, no revenue sharing. Just outlead your competition to get to the top. Will you take #1 on the leaderboard?.","Measured","$1","$1","","$1","","2026-08-23T19:00:24.324Z","","","4","0","2026-09-03T08:17:45.834Z"
"bidmax.lol","bidmax.lol","https://bidmax.lol/","Websites & products","A live leaderboard of product launches, ranked by what founders pay. Highest bid takes rank #1. Real builders, ranked by who wants the spotlight the most.","Verified - unmeasured","","","","$1","","2026-08-23T19:00:16.461Z","","","5","0",""
"whiteboard.lol","whiteboard.lol","https://whiteboard.lol/","Websites & products","A 100-slot product leaderboard where payments set the live value of every slot.","Measured","$65.47","$6.41","","","","2026-08-23T18:45:55.930Z","","","3","0","2026-09-04T07:55:02.759Z"
"TopCast.lol","topcast.lol","https://topcast.lol/","Games & clips","Podcasts bid cash for the top spot in their genre. Outbid the leader, take the mic.","Measured","$5","","","$5","","2026-08-23T18:45:52.902Z","","","4","0","2026-08-23T18:49:27.102Z"
"shill.bid","shill.bid","https://shill.bid/","Crypto & tokens","Paste a pump.fun or bags.fm coin, pay in USDC, and take #1 on the shitcoin leaderboard.","Measured","$21","$6","","","","2026-08-23T18:45:51.660Z","","","3","0","2026-08-31T01:28:21.829Z"
"rankbid.app","rankbid.app","https://rankbid.app/","Websites & products","A paid leaderboard where rank is your bid. Pay whole dollars to stand above everyone else on the board.","Verified - unmeasured","","","","$1","","2026-08-23T18:45:47.244Z","","","3","0",""
"outprofiled.lol","outprofiled.lol","https://outprofiled.lol/","X accounts","A leaderboard of LinkedIn profiles, ranked by what each one paid for its place.","Measured","$11","$5","","$1","","2026-08-23T18:45:43.161Z","","","3","0","2026-08-31T01:28:22.050Z"
"outhustle","outhustle.lol","https://outhustle.lol/","Websites & products","A public leaderboard where rank is dollars. Outbid everyone for #1, or earn your way up by sending visitors. New spots from $5, or list free.","Measured","$11","$6","","$5","","2026-08-23T18:45:42.124Z","","","4","0","2026-08-31T01:28:22.225Z"
"outdog.lol","outdog.lol","https://outdog.lol/","Games & clips","one leaderboard for every pet on earth, ranked purely by how much has been paid to boost them. new pets start at $1. you can always beat #1 by one dollar.","Measured","$1","","","$1","","2026-08-23T18:45:36.720Z","","","4","0","2026-08-29T01:24:42.633Z"
"OutbidMacApp","outbidmacapp.lol","https://outbidmacapp.lol/","Websites & products","a $1 ladder for Mac and iOS apps","Verified - unmeasured","","","","","","2026-08-23T18:45:35.845Z","","","2","0",""
"Lowbid.lol","lowbid.lol","https://lowbid.lol/","Websites & products","Too broke for lols? Get your spot for as little as $1! No ads, no API keys, no revenue sharing. Just (not out) lowbid your competition to get to the top.","Measured","$45","$2","","","","2026-08-23T18:45:30.814Z","","","2","0","2026-08-31T01:28:22.421Z"
"indieapp.lol","indieapp.lol","https://indieapp.lol/","Websites & products","A leaderboard for indie apps where rank is simply what you paid.","Verified - unmeasured","","","","$5","","2026-08-23T18:45:29.589Z","","","3","0",""
"hire-me.lol","hire-me.lol","https://hire-me.lol/","Websites & products","Showcase your craft. Project yourself to the top. Get an unfiltered AI verdict on your proof, then claim your spot on the live talent leaderboard.","Verified - unmeasured","","","","","","2026-08-23T18:45:26.367Z","","","2","0",""
"highstakes.lol","highstakes.lol","https://highstakes.lol/","Websites & products","A poker table for the #1 spot. The price is public, the clicks are counted, and a dollar more takes the seat.","Verified - unmeasured","","","","$5","","2026-08-23T18:45:25.654Z","","","2","0",""
"Goodbid","goodbid.lol","https://goodbid.lol/","Websites & products","Brands compete for the top. Goodbid commits 50% of every leaderboard purchase subtotal, excluding taxes, to nonprofit donations.","Verified - unmeasured","","","","€10","","2026-08-23T18:45:24.699Z","","","2","0",""
"FYPbid","fypbid.com","https://fypbid.com/","X accounts","Live creator leaderboard — TikTok, YouTube & Instagram, ranked by what they paid","Explicit $0","$0","","","","","2026-08-23T18:45:24.064Z","","","2","0","2026-08-23T18:49:28.018Z"
"fitbid.club","fitbid.club","https://fitbid.club/","Ads & billboards","A 100-slot public ad board. $2 buys a tile. One dollar more than #1 takes the top row.","Verified - unmeasured","","","","$2","","2026-08-23T18:45:23.533Z","","","3","0",""
"exed","exed.lol","https://exed.lol/","X accounts","Pay to pin an X tweet. Rank is the bid. A pin stays until someone pays more. Handle rank is the sum of live tweet bids, not a separate checkout.","Verified - unmeasured","","","","$1","","2026-08-23T18:45:22.075Z","","","3","0",""
"creatorbid","creatorbid.lol","https://creatorbid.lol/","X accounts","Creators rank themselves by how much they're willing to bet on their own attention. Highest bid holds #1, every click goes to your content. No judges. No algorithm. Just ego.","Measured","$249","$67","","","","2026-08-23T18:45:19.824Z","","","3","0","2026-09-02T18:55:24.186Z"
"biggerfish.lol","biggerfish.lol","https://biggerfish.lol/","Websites & products","Pay to rank. Your place is what you have paid, highest first. Outspend the fish above you and take its place.","Measured","$22.27","$5","","","","2026-08-23T18:45:18.336Z","","","2","0","2026-09-01T12:14:55.521Z"
"auraflex.lol","auraflex.lol","https://auraflex.lol/","Websites & products","No expiring ads. No subscriptions. Permanent Leaderboard. 100% Do-Follow DR backlink. Flex Status and Max your Project Aura.","Measured","$400","$100","","","","2026-08-23T18:45:16.226Z","","","3","0","2026-08-31T01:28:22.971Z"
"Weekly Product Leaderboard","wintop.lol","https://wintop.lol/","Websites & products","A public leaderboard where every bid earns a full week of attention. Add one product link and lead next Wednesday.","Checked - unreadable","","","","","","2026-08-23T18:31:57.778Z","","","11","0","2026-09-02T00:05:38.788Z"
"TopCard.lol","topcard.lol","https://topcard.lol/","AI tools & agents","A 54-card arena where AI startups compete for the spotlight, and the backing decides the royal table.","Measured","$25","$15","","$5","","2026-08-23T18:31:56.614Z","","","4","0","2026-08-31T01:28:23.363Z"
"mobpush.lol","mobpush.lol","https://mobpush.lol/","Websites & products","Together, you can push everything. Add an app, a community, a project or a meme, and every dollar anyone adds stacks on it.","Measured","$6","$1","","$1","","2026-08-23T18:31:55.361Z","","","2","0","2026-08-31T01:28:23.542Z"
"topandroidapp.lol","topandroidapp.lol","https://topandroidapp.lol/","Websites & products","Pay to rank #1 on the Android leaderboard. Your bid decides your rank.","Measured","$7","","","","","2026-08-23T18:31:38.044Z","","","2","0","2026-08-29T11:54:50.789Z"
"rankgood.lol","rankgood.lol","https://rankgood.lol/","Websites & products","Outbid your way to the top of the leaderboard. Rank is the bid — nothing else.","Checked - unreadable","","","","","","2026-08-23T18:31:07.647Z","","","2","0","2026-08-23T21:45:28.861Z"
"overbidme.lol","overbidme.lol","https://overbidme.lol/","Websites & products","A public leaderboard. You pay to stand above everyone else. Rank is the bid — nothing else.","Measured","$117","","","$19","","2026-08-23T18:30:47.162Z","","","2","0","2026-08-30T18:56:42.381Z"
"LOT №1","lot1.lol","https://lot1.lol/","Websites & products","No ads. No algorithm. Just bid higher than whoever.","Measured","$44.97","$14.99","","$1","","2026-08-23T18:30:37.797Z","","","2","0","2026-08-31T01:28:23.737Z"
"cbid.lol","cbid.lol","https://cbid.lol/","Crypto & tokens","The open leaderboard where a crypto bid buys the rank. Prices are set in USD and paid securely with crypto.","Measured","$4","","","$1","","2026-08-23T18:30:36.809Z","","","2","0","2026-08-28T04:29:40.509Z"
"TryOut.Bid","tryout.bid","https://tryout.bid/","Websites & products","Your bid is your rank. Claim #1 on TryOut.Bid, hold your spot, or get outbid. New listings start at $3.","Measured","$345","$60","","$3","","2026-08-23T18:30:34.624Z","","","2","0","2026-09-02T13:50:04.828Z"
"TopBidr","topbidr.com","https://topbidr.com/","Websites & products","The top spot is bought, not earned. Outbid the leader and your brand ranks #1 worldwide, and #1 in your country and category.","Measured","$0.09","$0.01","","$1","","2026-08-23T18:30:34.374Z","","","2","0","2026-09-04T01:55:20.392Z"
"toolcup.lol","toolcup.lol","https://toolcup.lol/","Websites & products","Paid leaderboard for websites, AI tools and software. $1 to list. Pay more to take #1. Every bid is public.","Measured","$54","$19","","$4","","2026-08-23T18:30:33.118Z","","","3","0","2026-08-31T01:28:24.288Z"
"throne.clicks.is","throne.clicks.is","https://throne.clicks.is/","Ads & billboards","Own the ad on every page of a network doing a million pageviews a month, until someone outbids you.","Measured","$5","$3","","$1","","2026-08-23T18:30:32.399Z","","","3","0","2026-09-03T05:54:48.770Z"
"takemyspot.lol","takemyspot.lol","https://takemyspot.lol/","Websites & products","Claim #1 on the premier competitive showcase leaderboard. Featured placement starting at $1.","Measured","$6","$2","","$1","","2026-08-23T18:30:32.107Z","","","2","0","2026-09-03T08:11:26.945Z"
"rankdomains.net","rankdomains.net","https://rankdomains.net/","Websites & products","A leaderboard of domains for sale, ranked purely by what their owners paid to sit at the top. No algorithm, no votes.","Verified - unmeasured","","","","$2","","2026-08-23T18:30:29.160Z","","","0","0",""
"mapbid.lol","mapbid.lol","https://mapbid.lol/","Ads & billboards","Boost your product's visibility on the interactive world map. Showcase your SaaS, app, or startup to a global tech audience for just $1. No algorithms, no ad bloat, 100% transparent traffic.","Measured","$26","$7","","","","2026-08-23T18:30:27.803Z","","","3","0","2026-09-04T06:54:34.697Z"
"BidSurvivor","bidsurvivor.space","https://bidsurvivor.space/","Ads & billboards","hourly ad slots, sold by live auction","Measured","$3","$1","","","","2026-08-23T18:30:20.457Z","","","3","0","2026-08-31T01:28:25.051Z"
"beTop.lol","betop.lol","https://betop.lol/","Websites & products","A public leaderboard ranked by one thing: how much you bid. List your website, outbid the board, and take the top spot.","Measured","$6","","","$5","","2026-08-23T18:30:18.979Z","","","0","0","2026-08-23T18:35:16.846Z"
"adscreen.lol","adscreen.lol","https://adscreen.lol/","Ads & billboards","One screen. The highest bidder's video plays to everyone who lands here. Rank is the bid — nothing else.","Measured","$8","$5","","","","2026-08-23T18:30:16.780Z","","","3","0","2026-08-31T01:28:25.256Z"
"SuperTopic","supertopic.app","https://supertopic.app/","Websites & products","Rank items and raise topics. Every item has a topic rank and a global rank, and every backing adds to its total.","Measured","$674","$102","","$3","","2026-08-23T18:15:50.334Z","","","0","0","2026-09-03T22:05:39.434Z"
"StartupBase","startupbase.io","https://startupbase.io/","Directories of bid sites","Launch and discover new products every day. Pay what you want, and outrank the listing above you.","Checked - unreadable","","","","","","2026-08-23T18:15:49.247Z","","","4","0","2026-08-24T10:59:17.241Z"
"bidtree","bidtree.lol","https://bidtree.lol/","Websites & products","The internet, sized by what people paid to be seen. No ads, no signup, no subscriptions - just outbid others and get to the top.","Measured","$691.35","","","$15","","2026-08-23T18:15:46.829Z","","","0","0","2026-09-03T13:24:31.919Z"
"BidMacApps","bidmacapps.com","https://bidmacapps.com/","Websites & products","One leaderboard for Mac apps. Your bid is your rank. Bids start at $5 — pay more than the app above you and take its spot.","Measured","$445","$70","","","","2026-08-23T18:15:45.354Z","","","0","0","2026-08-31T01:28:25.644Z"
"Big Bidder","bigbidder.lol","https://bigbidder.lol/","Websites & products","A public auction board for products. Bid in dollars for your lot; the ranks wipe every 30 days.","Measured","$7","","","$1","","2026-08-23T18:15:43.591Z","","","0","0","2026-08-23T18:21:12.433Z"
"WhoDeyTop","whodeytop.lol","https://whodeytop.lol/","Regional & other currencies","A live leaderboard where Ghanaian businesses, events and creators bid in cedis for visibility. Rank is bought, not earned.","Measured","$39.09","$10","","$5","","2026-08-23T18:15:23.633Z","","","4","0","2026-09-04T04:14:54.862Z"
"BidFootball","bidfootball.lol","https://bidfootball.lol/","Websites & products","One crown. 189 clubs. The biggest pot in the world holds it. Pool with fellow fans from $5 and take the throne.","Verified - unmeasured","","","","$5","","2026-08-23T18:15:16.225Z","","","0","0",""
"universebid","universebid.com","https://universebid.com/","Websites & products","No ads. No API keys. No revenue share. A pay-to-rank leaderboard drawn as a solar system — bid your product onto the Sun, eight planets, or the Moon.","Measured","$11","$5","","$1","","2026-08-23T18:02:07.241Z","","","0","0","2026-09-02T14:10:08.123Z"
"outbid","outbid.sh","https://outbid.sh/","Crypto & tokens","A pay-to-rank seat for API endpoints, claimed over x402. The highest settled bid holds #1.","Measured","$0.22","$0.09","","","","2026-08-23T18:01:50.503Z","","","4","0","2026-08-31T01:28:26.020Z"
"Outbid Host","outbid.host","https://outbid.host/","Websites & products","Pay-to-rank leaderboard for web hosting companies. Bid higher to rank #1 and get more customers. $1 minimum, instant activation.","Measured","$10","","","","","2026-08-23T18:01:27.361Z","","","0","0","2026-09-03T13:14:32.926Z"
"instabid.lol","instabid.lol","https://instabid.lol/","X accounts","The Instagram Leaderboard. Add your username. See where you land. Outbid whoever.","Measured","$52","$30","","","","2026-08-23T18:01:06.966Z","","","3","0","2026-08-31T01:28:26.442Z"
"hilyt","hilyt.it","https://hilyt.it/","AI tools & agents","Rank is the bid, nothing else. Every listing gets an AI-readable profile that shows how many times AI systems have actually read it.","Checked - unreadable","","","","","","2026-08-23T18:00:47.138Z","","","3","0","2026-09-01T07:10:32.207Z"
"GitFlex","gitflex.lol","https://gitflex.lol/","X accounts","The live leaderboard where developers flex their GitHub stats. Boost your rank. Get clicks. Show off your stars.","Verified - unmeasured","","","","$2","","2026-08-23T18:00:24.734Z","","","2","0",""
"buildbid.lol","buildbid.lol","https://buildbid.lol/","Websites & products","Submit your agency or startup product, place a bid, and climb the leaderboard.","Measured","$55","$12","","$6","","2026-08-23T18:00:17.214Z","","","0","0","2026-08-31T01:28:26.844Z"
"OUTBID EARTH","outbid.earth","https://outbid.earth/","Regional & other currencies","Claim a country for your website, take #1, and dare someone to outbid you.","Measured","$5","","","","","2026-08-23T17:45:16.167Z","","","3","0","2026-08-26T06:34:25.618Z"
"bid.aibucket.org","bid.aibucket.org","https://bid.aibucket.org/","AI tools & agents","Outbid your way to the top of a continent. Pick a continent, choose the rank you want, and claim it with a higher bid.","Measured","$13","","","","","2026-08-23T17:30:16.545Z","","","2","0","2026-08-29T15:49:47.941Z"
"Dollar Bid","dollarbid.app","https://dollarbid.app/","X accounts","dollarbid.app is the $1 leaderboard where anyone can pay a dollar to jump to the top.","Verified - unmeasured","","","","","","2026-08-23T17:15:49.812Z","","","3","0",""
"TopArticles.lol","toparticles.lol","https://toparticles.lol/","Websites & products","Discover great writing, submit yours, and fight for the top spot on a public leaderboard.","Verified - unmeasured","","","","","","2026-08-23T17:15:49.197Z","","","0","0",""
"thisday.lol","thisday.lol","https://thisday.lol/","Websites & products","Own a day on the internet. Pay what you want - highest bid sits on top. Any amount from $1 gets you on the board.","Measured","$10","","","","","2026-08-23T17:15:48.284Z","","","0","0","2026-08-26T00:05:04.010Z"
"payordie.lol","payordie.lol","https://payordie.lol/","Websites & products","Pay to rank #1 and add seconds to a countdown clock. If the clock reaches zero the board dies for good, and whoever holds #1 keeps it.","Checked - unreadable","","","","$5","","2026-08-23T17:15:47.708Z","","","0","0","2026-08-25T18:54:40.883Z"
"bidtoup.lol","bidtoup.lol","https://bidtoup.lol/","Websites & products","Bid to rank #1 and get a FREE DA 40+ Guest Post with every bid. Outbid your competition to climb the leaderboard.","Measured","$1","","","$1","","2026-08-23T17:15:46.606Z","","","0","0","2026-09-03T15:10:12.352Z"
"onedollarbid","onedollarbid.lol","https://onedollarbid.lol/","Websites & products","A flat-price board where the last person to pay a dollar sits on top until the next one does.","Verified - unmeasured","","","","$1","","2026-08-23T17:15:28.325Z","","","0","0",""
"bidbench.lol","bidbench.lol","https://bidbench.lol/","AI tools & agents","A leaderboard of AI models where anyone can chip in on a model and rank is the accumulated bid.","Measured","$1,341","$81","","$1","","2026-08-23T17:15:24.214Z","","","3","0","2026-09-01T18:35:03.385Z"
"undercut.lol","undercut.lol","https://undercut.lol/","Websites & products","Do not outbid the competition, undercut them: hourly auctions where the price falls from a thousand dollars to five, and bids stay hidden until the hour ends.","Measured","$255","","","","","2026-08-23T17:15:23.614Z","","","0","0","2026-09-03T04:49:30.261Z"
"SaaSBid","saasfounder.lol","https://saasfounder.lol/","Websites & products","SaaS founders compete for number one: the highest bidder takes the highest position.","Verified - unmeasured","","","","","","2026-08-23T17:15:20.624Z","","","0","0",""
"HighRank","highrank.lol","https://highrank.lol/","Websites & products","Bid higher, rank higher: a live product board with verified bids.","Measured","$49","$10","","","","2026-08-23T17:15:17.492Z","","","0","0","2026-09-01T06:14:27.750Z"
"ShipDuel","shipduel.com","https://shipduel.com/","Websites & products","A dollar launches your ship; a rival challenges your rank by bidding more, and the defender can raise.","Verified - unmeasured","","","","$1","","2026-08-23T17:15:16.229Z","","","0","0",""
"OutbidSocial","outbidsocial.com","https://outbidsocial.com/","X accounts","OutbidSocial is a paid social profile leaderboard where accounts compete inside automatic groups by verified one-time bids.","Checked - unreadable","","","","$1","","2026-08-23T17:01:36.871Z","","","6","0","2026-08-27T15:59:43.362Z"
"Back Your Country","backyourcountry.com","https://backyourcountry.com/","Regional & other currencies","Countries ranked live by confirmed contributions from the businesses and people who back them. Explore every country's board of backing businesses, sponsored links, and the race for #1.","Measured","$34","$28","","$1","","2026-08-23T17:01:35.579Z","","","2","0","2026-08-31T01:28:27.614Z"
"Tiny Startups","tinystartups.com","https://tinystartups.com/","Directories of bid sites","A pay-what-you-want startup launchpad. No upvotes and no badges — the more you pay, the higher you rank.","Measured","$1,298","$260","","$1","","2026-08-23T17:01:32.261Z","","","15","0","2026-08-31T16:44:33.045Z"
"Aurafry","aurafry.com","https://aurafry.com/","X accounts","Brag harder. Rank higher. The internet's paid aura leaderboard for builders, founders, and creators. Bid once, rank forever.","Measured","$171","$19","","$1","","2026-08-23T17:01:29.402Z","","","2","0","2026-08-31T15:24:47.152Z"
"YouGotOutbid","yougotoutbid.com","https://yougotoutbid.com/","Websites & products","Enter the internet's most competitive leaderboard. Bid for your position, climb the rankings and dethrone whoever stands above you.","Verified - unmeasured","","","","$1","","2026-08-23T17:01:28.080Z","","","0","0",""
"Toppl","toppl.lol","https://toppl.lol/","Websites & products","Browse transparent paid rankings and advertiser-declared discounts.","Verified - unmeasured","","","","$1","","2026-08-23T17:01:27.024Z","","","0","0",""
"thefinalboss.lol","thefinalboss.lol","https://thefinalboss.lol/","Websites & products","The live paid discovery arena for digital businesses.","Measured","$86","$14","","","","2026-08-23T17:01:25.074Z","","","0","0","2026-09-01T14:05:03.787Z"
"Outbid.so","outbid.so","https://outbid.so/","Websites & products","The public leaderboard where the highest bid gets the highest rank. Put your product at the top.","Measured","$117","$11","","$3","","2026-08-23T17:01:23.526Z","","","0","0","2026-08-31T01:28:31.393Z"
"Music Ranking","musicranking.app","https://musicranking.app/","Games & clips","Promote your music and climb the leaderboard. Every pound added to a track moves it up the ranking.","Measured","$47.25","$9.45","","£1","","2026-08-23T17:01:19.702Z","","","2","0","2026-09-02T00:40:11.474Z"
"King of the Web","kingoftheweb.lol","https://kingoftheweb.lol/","Websites & products","One link on top at a time. Every bid is a dollar more than the leader — pay it and your name, motto and link sit on top until someone outbids you.","Measured","$6","","","","","2026-08-23T17:01:16.795Z","","","0","0","2026-08-23T17:05:11.880Z"
"bidbod","bidbod.lol","https://bidbod.lol/","Ads & billboards","Claim your space on the skyline. Pay to rank on live 3D billboards — #1 gets the roadside hoarding, lower ranks light up distant building signs.","Checked - unreadable","","","","","","2026-08-23T17:00:46.006Z","","","2","0","2026-08-24T13:59:16.992Z"
"outbid.online","outbid.online","https://outbid.online/","Websites & products","The open attention auction. No algorithms, no ad networks, no complex campaign managers. The highest bid claims #1 on the live leaderboard with real-time outbound click tracking.","Checked - unreadable","","","","","","2026-08-23T17:00:17.741Z","","","0","0","2026-09-02T08:59:57.403Z"
"goodestboy.lol","goodestboy.lol","https://goodestboy.lol/","Games & clips","The leaderboard for the goodest boys and girls. Put your dog on top of the board; half of every dollar goes to a rescue partner.","Verified - unmeasured","","","","","","2026-08-23T16:46:47.978Z","","","2","0",""
"VibeKing","vibeking.fun","https://vibeking.fun/","Websites & products","Bid for the #1 spot on VibeKing. The highest paid bid holds rank #1. One-time payment, live leaderboard.","Measured","$25","","","$1","","2026-08-23T16:46:47.262Z","","","0","0","2026-09-04T02:34:47.371Z"
"upbid.lol","upbid.lol","https://upbid.lol/","Websites & products","No ads, no API keys, no revenue sharing. Just outbid your competition to get to the top of the board.","Measured","$4","","","","","2026-08-23T16:46:46.360Z","","","0","0","2026-08-26T20:04:27.127Z"
"Two Girls One Billboard","twogirlsonebillboard.com","https://twogirlsonebillboard.com/","Ads & billboards","Two girls. One billboard. Highest bidder gets it. Take the board for a penny more than the last advertiser and it is yours — and you are on the leaderboard forever.","Measured","~$3.17","$0.57","","$1.04","","2026-08-23T16:46:45.226Z","","","2","0","2026-09-01T21:34:56.013Z"
"Top of Today","topoftoday.com","https://topoftoday.com/","Websites & products","Top of Today is a live paid website leaderboard. Bid on a product, website, or X profile; the highest confirmed bid ranks first.","Measured","$40","$10","","","","2026-08-23T16:46:43.690Z","","","0","0","2026-08-31T01:28:32.102Z"
"TopBid Rankings","topapps.lol","https://topapps.lol/","Websites & products","Discover the apps, websites and products everyone's talking about, ranked live by who has paid the most to climb the leaderboard.","Measured","$25","$7","","$1","","2026-08-23T16:46:43.469Z","","","0","0","2026-09-01T00:05:24.781Z"
"spotlit.lol","spotlit.lol","https://spotlit.lol/","Websites & products","Discover and rank startups, agencies, SaaS products, AI tools and social profiles on a transparent paid leaderboard.","Measured","$2","$1","","$1","","2026-08-23T16:46:40.358Z","","","0","0","2026-08-31T01:28:32.475Z"
"socialmediabid.lol","socialmediabid.lol","https://socialmediabid.lol/","X accounts","The leaderboard for social media accounts. Outbid everyone else to push your X, Instagram, TikTok, or YouTube account to the top.","Measured","$8","$2","","$1","","2026-08-23T16:46:39.748Z","","","2","0","2026-08-31T01:28:32.648Z"
"rankfirst.lol","rankfirst.lol","https://rankfirst.lol/","Websites & products","A public leaderboard where rank is bought, not earned. List your site or X profile from $2, then outbid the listing above you to climb. No algorithm, no merit.","Measured","$59","$11","","","","2026-08-23T16:46:39.160Z","","","0","0","2026-08-31T01:28:32.836Z"
"rankbuy.lol","rankbuy.lol","https://rankbuy.lol/","Websites & products","No ads, no API keys, no revenue sharing. Just outbid your competition to get to the top. The fastest competitive leaderboard.","Measured","$76","$15","","$5","","2026-08-23T16:46:38.809Z","","","0","0","2026-08-31T01:28:33.013Z"
"outbid.casino","outbid.casino","https://outbid.casino/","Websites & products","One public board. Your bid decides your rank, and your listing stays up until someone outbids you. Take #1 and hold it.","Explicit $0","$0","","","$5","","2026-08-23T16:46:37.828Z","","","0","0","2026-08-23T16:50:00.664Z"
"outbid-eu.lol","outbid-eu.lol","https://outbid-eu.lol/","Regional & other currencies","Mainly for European startups and products, but anyone worldwide is free to outbid them.","Measured","$10.44","$4.64","","","","2026-08-23T16:46:36.616Z","","","3","0","2026-08-31T01:28:33.201Z"
"Netadz","netadz.com","https://netadz.com/","Websites & products","No ads, no API keys, no revenue sharing. Just outbid your competition to claim the top spot. Will you take #1 when this site goes viral?.","Verified - unmeasured","","","","$1","","2026-08-23T16:46:36.143Z","","","0","0",""
"macapps.lol","macapps.lol","https://macapps.lol/","Websites & products","The Mac app leaderboard. Highest bidder wins.","Measured","$23.20","$11.60","","","","2026-08-23T16:46:35.198Z","","","0","0","2026-08-31T01:28:33.425Z"
"indiehackers.lol","indiehackers.lol","https://indiehackers.lol/","Websites & products","The indie hacker leaderboard where money is the only metric. Bid to claim a spot, get bumped when someone pays more.","Measured","$36","","","","","2026-08-23T16:46:32.164Z","","","0","0","2026-08-23T16:50:01.104Z"
"GeoRush","georush.lol","https://georush.lol/","AI tools & agents","Everyone claims they're winning AI Search. Now there's a leaderboard — highest bid wins. The #1 spot currently costs $15. Tools, agencies and people compete for rank.","Measured","$20","","","$5","","2026-08-23T16:46:29.861Z","","","2","0","2026-08-23T16:50:01.257Z"
"Fifteen","fifteen.show","https://fifteen.show/","Websites & products","Buy fifteen minutes of fame. Everyone sees what you paid. The fame fades 5% a day, and then it is gone.","Verified - unmeasured","","","","$10","","2026-08-23T16:46:29.462Z","","","0","0",""
"Daily Outbid","dailyoutbid.lol","https://dailyoutbid.lol/","Websites & products","Pay to rank. Resets at midnight. A daily pay-to-rank leaderboard where $1 gets you started: outbid competitors, top the board, and keep a permanent dofollow backlink.","Measured","$2","$1","","$1","","2026-08-23T16:46:28.588Z","","","0","0","2026-09-03T18:20:07.332Z"
"BidYourApp","bidyourapp.com","https://bidyourapp.com/","Websites & products","A single public leaderboard where iOS apps bid for position. Paste an App Store link, name your price, and outbid the field - the top three show their real App Store screenshots.","Measured","$1,710","","","$5","","2026-08-23T16:46:27.593Z","","","14","0","2026-08-24T19:39:32.371Z"
"bidcryptofun.lol","bidcryptofun.lol","https://bidcryptofun.lol/","Crypto & tokens","A public leaderboard of memecoins, pump.fun launches and crypto projects. Rank is the bid — nothing else.","Measured","$60","","","$15","","2026-08-23T16:46:26.517Z","","","2","0","2026-08-23T16:50:01.688Z"
"appmog","appmog.lol","https://appmog.lol/","Websites & products","Pay to be #1. Public iOS app leaderboard — App Store link only. Rank is the bid.","Measured","$107","$35","","$5","","2026-08-23T16:46:25.170Z","","","0","0","2026-08-31T01:28:33.801Z"
"wehavelinks.lol","wehavelinks.lol","https://wehavelinks.lol/","Websites & products","A leaderboard of links, big and beautiful, all fully clickable. Pay less than #1 and you still get on the board — your bid decides how high.","Measured","$35","$9","","$1","","2026-08-23T16:45:59.276Z","","","0","0","2026-08-31T01:28:33.969Z"
"firstbid","firstbid.lol","https://firstbid.lol/","Websites & products","Every great product deserves its first bid. Product listings start at $1, and the bid decides the rank.","Measured","$589","$51","","$1","","2026-08-23T16:45:27.244Z","","","0","0","2026-09-04T02:55:48.749Z"
"AgenticCommerce.lol","agenticcommerce.lol","https://agenticcommerce.lol/","Crypto & tokens","A ranked leaderboard of x402 resources. Pay $1 via x402 to rank your API, agent, or tool. Let your agent outfit itself from a ranked list of x402 endpoints.","Measured","$15","$10","","$1","","2026-08-23T16:45:16.361Z","","","2","0","2026-08-31T01:28:34.327Z"
"Ideactivate","ideactivate.cloud","https://ideactivate.cloud/","AI tools & agents","The public pay-to-rank discovery board. No algorithms. No hidden ranking factors. Higher bid = Higher rank.","Verified - unmeasured","","","","","","2026-08-23T16:30:16.899Z","","","2","0",""
"TopMySaaS","topmysaas.com","https://topmysaas.com/","Websites & products","A weekly SaaS leaderboard. Every active paid listing is ranked by total bid, with the top five highlighted.","Measured","$5","","","","","2026-08-23T16:15:21.881Z","","","0","0","2026-08-31T01:28:34.502Z"
"sportclubs.bid","sportclubs.bid","https://sportclubs.bid/","Websites & products","Fans pay. Rankings don’t lie. From €1.50. Paste a club site, pay, climb.","Verified - unmeasured","","","","€1.50","","2026-08-23T16:15:20.321Z","","","0","0",""
"LaunchWars","launchwars.lol","https://launchwars.lol/","Websites & products","Launch your startup, SaaS, or product on LaunchWars. Place a bid, climb the leaderboard, get discovered, and compete for the top spot.","Measured","$392","$49","","$1","","2026-08-23T16:15:19.517Z","","","0","0","2026-08-31T01:28:34.695Z"
"CryptoDapp.lol","cryptodapp.lol","https://cryptodapp.lol/","Crypto & tokens","Claim the #1 spot for your crypto dapp. Bid in USDC or USDT on Solana, Ethereum, Base, BNB Chain, or Polygon — highest bid ranks first.","Measured","$3","$2","","","","2026-08-23T16:15:17.432Z","","","2","0","2026-08-31T01:28:34.903Z"
"SteamBid","steambid.lol","https://steambid.lol/","Games & clips","No algorithm. No Steam ads. Just outbid them for #1. A pay-to-rank leaderboard for indie Steam games.","Measured","$27.98","","","","","2026-08-23T16:15:16.611Z","","","2","0","2026-08-31T18:15:08.780Z"
"vibebid.top","vibebid.top","https://vibebid.top/","Websites & products","Discover and rank the products built by the vibe coding community.","Measured","$54","$12","","$1","","2026-08-23T15:45:27.535Z","","","0","0","2026-09-03T23:35:48.442Z"
